LAT,LONG
"19° 31' 8,516"" S","63° 3' 40,901"" W"
"16° 11' 4,778"" S","62° 51' 27,631"" W"
"16° 9' 0,808"" S","62° 25' 29,534"" W"
"17° 2' 19,109"" S","63° 51' 8,999"" W"
"17° 8' 21,024"" S","63° 47' 53,628"" W"
"17° 22' 15,139"" S","63° 9' 57,194"" W"
"16° 38' 52,912"" S","64° 3' 18,811"" W"
"16° 37' 58,105"" S","62° 33' 9,995"" W"
"16° 12' 50,704"" S","62° 6' 28,527"" W"
"16° 30' 48,576"" S","63° 3' 56,062"" W"
"17° 44' 34,133"" S","64° 40' 2,440"" W"
"17° 59' 48,232"" S","63° 14' 32,999"" W"
"18° 0' 2,093"" S","63° 3' 29,386"" W"
"18° 0' 0,573"" S","63° 4' 52,783"" W"
"20° 26' 19,830"" S","62° 46' 31,129"" W"
"17° 26' 19,254"" S","63° 8' 13,788"" W"
"17° 25' 1,538"" S","63° 0' 7,694"" W"
"17° 23' 37,847"" S","62° 47' 50,822"" W"
"17° 59' 35,650"" S","64° 38' 3,530"" W"
"17° 58' 39,327"" S","64° 19' 43,932"" W"
"16° 51' 16,745"" S","63° 18' 52,731"" W"
"17° 22' 40,074"" S","61° 27' 36,147"" W"
"15° 40' 15,833"" S","63° 15' 51,962"" W"
"16° 58' 13,042"" S","62° 54' 10,126"" W"
"18° 1' 16,136"" S","64° 19' 20,157"" W"
"16° 12' 38,677"" S","62° 33' 12,155"" W"
"16° 6' 17,963"" S","62° 1' 15,333"" W"
"20° 21' 30,649"" S","62° 44' 44,254"" W"
"17° 37' 53,237"" S","62° 51' 46,122"" W"
"17° 36' 47,386"" S","62° 58' 8,564"" W"
"17° 3' 20,426"" S","60° 46' 23,383"" W"
"17° 38' 31,380"" S","61° 42' 45,845"" W"
"19° 24' 38,956"" S","63° 31' 20,510"" W"
"19° 35' 43,280"" S","63° 26' 26,368"" W"
"19° 33' 19,682"" S","63° 40' 20,148"" W"
"17° 22' 48,784"" S","64° 1' 38,573"" W"
"17° 44' 0,661"" S","61° 58' 21,882"" W"
"17° 47' 28,079"" S","61° 6' 22,732"" W"
"19° 57' 45,322"" S","63° 31' 31,245"" W"
"19° 56' 47,604"" S","63° 30' 51,199"" W"
"20° 11' 50,923"" S","62° 41' 22,159"" W"
"17° 52' 16,416"" S","64° 41' 35,887"" W"
"16° 13' 54,400"" S","62° 23' 37,797"" W"
"15° 56' 39,682"" S","62° 30' 33,864"" W"
"16° 33' 35,888"" S","62° 28' 9,979"" W"
"17° 51' 26,932"" S","64° 8' 13,129"" W"
"15° 27' 39,104"" S","60° 18' 50,148"" W"
"16° 8' 28,516"" S","62° 25' 9,941"" W"
"18° 7' 52,048"" S","63° 25' 45,911"" W"
"17° 25' 39,921"" S","63° 1' 56,916"" W"
"19° 25' 18,801"" S","63° 40' 45,134"" W"
"17° 27' 40,018"" S","62° 8' 7,598"" W"
"16° 25' 44,347"" S","63° 10' 15,363"" W"
"16° 46' 38,397"" S","62° 55' 3,570"" W"
"13° 50' 52,597"" S","62° 8' 20,933"" W"
"17° 25' 55,177"" S","63° 0' 5,735"" W"
"16° 51' 23,657"" S","64° 3' 47,752"" W"
"17° 5' 0,865"" S","63° 45' 45,071"" W"
"17° 3' 55,784"" S","63° 43' 13,873"" W"
"19° 51' 19,992"" S","63° 5' 51,282"" W"
"16° 10' 54,594"" S","63° 58' 41,139"" W"
"18° 9' 19,295"" S","63° 7' 0,075"" W"
"16° 32' 38,140"" S","61° 18' 2,611"" W"
"16° 46' 8,277"" S","63° 53' 55,716"" W"
"18° 26' 37,538"" S","58° 25' 50,454"" W"
"16° 57' 47,091"" S","61° 0' 41,984"" W"
"15° 50' 12,973"" S","61° 37' 21,552"" W"
"16° 12' 4,286"" S","61° 27' 33,912"" W"
"16° 58' 17,185"" S","63° 17' 25,798"" W"
"18° 9' 40,319"" S","64° 28' 52,479"" W"
"19° 23' 13,873"" S","62° 38' 43,119"" W"
"16° 43' 56,896"" S","63° 57' 12,230"" W"
"16° 59' 46,613"" S","63° 54' 35,183"" W"
"17° 14' 42,375"" S","63° 26' 25,419"" W"
"17° 10' 7,428"" S","60° 34' 0,070"" W"
"18° 26' 13,390"" S","63° 5' 10,103"" W"
"16° 21' 50,226"" S","62° 57' 18,095"" W"
"17° 51' 36,031"" S","64° 36' 48,313"" W"
"18° 54' 21,878"" S","63° 23' 58,520"" W"
"16° 30' 37,809"" S","62° 20' 29,959"" W"
"16° 51' 11,155"" S","64° 20' 55,202"" W"
"15° 31' 50,133"" S","63° 1' 13,713"" W"
"16° 10' 48,351"" S","63° 15' 48,096"" W"
"18° 30' 20,940"" S","63° 10' 15,160"" W"
"17° 49' 18,951"" S","62° 28' 35,691"" W"
"17° 50' 29,117"" S","64° 39' 31,908"" W"
"17° 3' 0,007"" S","64° 32' 43,564"" W"
"17° 14' 44,283"" S","63° 49' 43,122"" W"
"18° 7' 28,408"" S","63° 22' 53,591"" W"
"17° 15' 29,298"" S","63° 18' 19,536"" W"
"16° 34' 2,291"" S","59° 22' 21,897"" W"
"16° 11' 0,285"" S","62° 24' 50,000"" W"
"16° 53' 48,560"" S","61° 33' 17,429"" W"
"16° 29' 47,022"" S","62° 17' 31,936"" W"
"16° 28' 4,710"" S","62° 19' 20,345"" W"
"18° 55' 34,436"" S","63° 23' 45,940"" W"
"16° 45' 59,750"" S","62° 55' 12,065"" W"
"17° 56' 27,457"" S","64° 26' 6,314"" W"
"17° 3' 17,586"" S","64° 34' 0,070"" W"
"17° 0' 52,788"" S","62° 41' 1,388"" W"
"18° 49' 3,373"" S","63° 25' 10,054"" W"
"16° 53' 39,829"" S","62° 52' 54,805"" W"
"17° 5' 58,400"" S","62° 40' 48,797"" W"
"18° 32' 44,540"" S","63° 18' 59,880"" W"
"15° 55' 6,665"" S","62° 32' 40,126"" W"
"16° 41' 33,427"" S","62° 35' 14,362"" W"
"16° 5' 40,214"" S","64° 41' 3,494"" W"
"16° 7' 0,461"" S","60° 36' 14,748"" W"
"13° 48' 19,958"" S","62° 9' 28,676"" W"
"18° 34' 30,370"" S","63° 8' 42,826"" W"
"18° 0' 5,541"" S","61° 48' 31,811"" W"
"17° 16' 59,184"" S","63° 40' 16,288"" W"
"15° 28' 13,445"" S","63° 15' 55,825"" W"
"18° 38' 32,458"" S","63° 17' 22,480"" W"
"17° 46' 23,708"" S","63° 26' 11,031"" W"
"17° 12' 13,280"" S","61° 19' 18,553"" W"
"16° 4' 49,530"" S","62° 46' 35,100"" W"
"16° 50' 19,111"" S","64° 30' 44,182"" W"
"18° 9' 19,682"" S","63° 58' 55,899"" W"
"16° 52' 24,421"" S","64° 20' 40,736"" W"
"20° 6' 30,880"" S","63° 39' 40,351"" W"
"16° 49' 17,598"" S","61° 14' 29,664"" W"
"18° 10' 34,836"" S","63° 32' 34,583"" W"
"16° 59' 46,198"" S","64° 21' 39,699"" W"
"16° 36' 44,273"" S","60° 59' 27,052"" W"
"16° 40' 25,339"" S","64° 24' 17,789"" W"
"18° 16' 25,034"" S","59° 24' 11,998"" W"
"15° 51' 6,446"" S","61° 9' 46,912"" W"
"17° 40' 10,580"" S","57° 46' 59,969"" W"
"16° 44' 13,124"" S","64° 3' 40,898"" W"
"16° 29' 2,498"" S","63° 46' 12,285"" W"
"16° 27' 42,224"" S","64° 7' 17,920"" W"
"15° 55' 21,691"" S","63° 3' 34,529"" W"
"18° 21' 6,542"" S","58° 18' 6,471"" W"
"16° 59' 44,270"" S","63° 22' 9,720"" W"
"18° 4' 9,770"" S","59° 45' 55,440"" W"
"19° 46' 45,126"" S","63° 16' 9,022"" W"
"16° 56' 58,390"" S","64° 24' 15,187"" W"
"19° 33' 22,658"" S","63° 40' 5,701"" W"
"18° 34' 24,684"" S","62° 39' 45,526"" W"
"16° 58' 10,973"" S","63° 25' 49,152"" W"
"15° 58' 9,598"" S","64° 28' 59,445"" W"
"15° 51' 38,417"" S","62° 59' 50,871"" W"
"17° 34' 51,459"" S","63° 41' 21,605"" W"
"16° 56' 30,856"" S","63° 5' 20,185"" W"
"17° 44' 51,934"" S","63° 3' 9,997"" W"
"17° 12' 15,721"" S","63° 54' 59,964"" W"
"18° 18' 45,341"" S","59° 39' 44,120"" W"
"15° 49' 13,325"" S","62° 4' 9,421"" W"
"17° 59' 50,881"" S","63° 0' 37,283"" W"
"17° 23' 15,593"" S","63° 58' 20,182"" W"
"17° 6' 33,340"" S","64° 2' 20,332"" W"
"18° 27' 48,915"" S","63° 7' 30,761"" W"
"17° 25' 8,306"" S","64° 0' 9,953"" W"
"17° 35' 58,011"" S","60° 36' 10,920"" W"
"17° 0' 14,783"" S","62° 23' 15,295"" W"
"18° 25' 22,575"" S","63° 10' 11,780"" W"
"17° 6' 15,257"" S","63° 45' 56,354"" W"
"17° 29' 25,006"" S","63° 49' 37,523"" W"
"20° 11' 4,284"" S","63° 29' 9,637"" W"
"18° 49' 37,830"" S","58° 35' 16,690"" W"
"17° 29' 11,390"" S","62° 16' 22,930"" W"
"18° 53' 59,810"" S","58° 40' 39,140"" W"
"15° 36' 6,017"" S","63° 6' 21,690"" W"
"17° 37' 11,590"" S","63° 30' 49,403"" W"
"17° 38' 6,338"" S","62° 13' 31,967"" W"
"18° 8' 21,760"" S","63° 11' 32,046"" W"
"18° 54' 7,521"" S","58° 22' 2,236"" W"
"17° 7' 59,082"" S","63° 49' 21,591"" W"
"17° 21' 0,516"" S","63° 34' 26,242"" W"
"15° 43' 22,794"" S","61° 11' 14,881"" W"
"18° 27' 44,423"" S","63° 15' 23,905"" W"
"16° 23' 56,502"" S","62° 51' 33,650"" W"
"15° 3' 27,078"" S","61° 29' 45,503"" W"
"16° 37' 48,739"" S","63° 3' 51,494"" W"
"18° 33' 11,169"" S","57° 53' 58,276"" W"
"15° 27' 29,595"" S","61° 33' 34,508"" W"
"17° 8' 4,756"" S","63° 44' 1,280"" W"
"16° 55' 31,675"" S","62° 45' 55,693"" W"
"17° 17' 59,810"" S","64° 11' 48,834"" W"
"16° 30' 4,736"" S","62° 58' 51,117"" W"
"16° 48' 20,562"" S","62° 28' 45,308"" W"
"17° 3' 5,096"" S","63° 46' 30,336"" W"
"20° 0' 42,542"" S","63° 28' 7,828"" W"
"17° 7' 17,585"" S","64° 25' 5,064"" W"
"17° 33' 42,863"" S","63° 35' 41,037"" W"
"15° 40' 18,531"" S","61° 11' 46,838"" W"
"17° 16' 31,096"" S","63° 39' 13,745"" W"
"16° 5' 48,285"" S","61° 6' 7,343"" W"
"17° 51' 0,292"" S","61° 14' 56,334"" W"
"17° 7' 48,172"" S","63° 50' 3,574"" W"
"17° 21' 45,600"" S","60° 2' 47,441"" W"
"16° 51' 8,096"" S","63° 57' 56,232"" W"
"15° 55' 48,540"" S","62° 58' 48,667"" W"
"17° 6' 21,336"" S","63° 15' 45,611"" W"
"15° 26' 14,412"" S","60° 58' 5,278"" W"
"19° 20' 34,815"" S","63° 30' 26,778"" W"
"17° 58' 42,000"" S","59° 51' 2,816"" W"
"16° 58' 7,533"" S","63° 56' 44,271"" W"
"17° 2' 11,132"" S","62° 25' 33,558"" W"
"16° 49' 28,666"" S","62° 33' 36,177"" W"
"15° 20' 21,593"" S","61° 2' 18,040"" W"
"17° 29' 0,259"" S","63° 43' 4,503"" W"
"17° 2' 17,096"" S","64° 14' 19,552"" W"
"16° 39' 16,500"" S","64° 3' 2,000"" W"
"17° 4' 48,530"" S","63° 59' 29,539"" W"
"16° 14' 8,567"" S","63° 1' 59,236"" W"
"16° 21' 24,042"" S","64° 14' 21,493"" W"
"17° 33' 16,707"" S","63° 34' 15,657"" W"
"16° 55' 12,836"" S","64° 6' 23,796"" W"
"15° 36' 13,046"" S","61° 5' 43,269"" W"
"15° 50' 19,603"" S","63° 0' 1,412"" W"
"18° 56' 27,305"" S","58° 16' 4,245"" W"
"19° 25' 23,966"" S","62° 34' 8,129"" W"
"16° 17' 40,108"" S","59° 12' 13,567"" W"
"19° 50' 38,132"" S","63° 4' 28,381"" W"
"15° 58' 50,630"" S","61° 50' 42,160"" W"
"16° 14' 9,029"" S","62° 49' 9,697"" W"
"16° 26' 46,472"" S","62° 55' 54,106"" W"
"17° 18' 39,666"" S","63° 22' 20,741"" W"
"15° 39' 40,687"" S","61° 21' 11,398"" W"
"17° 5' 12,293"" S","64° 17' 33,452"" W"
"16° 16' 15,783"" S","62° 50' 26,894"" W"
"16° 2' 54,634"" S","63° 33' 58,595"" W"
"17° 56' 47,467"" S","63° 21' 9,527"" W"
"15° 55' 11,061"" S","62° 11' 16,521"" W"
"17° 1' 52,447"" S","62° 19' 56,102"" W"
"15° 46' 42,236"" S","63° 5' 14,647"" W"
"16° 26' 16,583"" S","62° 18' 48,164"" W"
"17° 8' 5,433"" S","63° 50' 10,020"" W"
"18° 9' 52,951"" S","59° 49' 48,720"" W"
"17° 12' 22,116"" S","61° 19' 7,388"" W"
"17° 29' 33,010"" S","63° 58' 18,458"" W"
"17° 20' 47,990"" S","63° 43' 32,854"" W"
"17° 36' 9,872"" S","59° 35' 52,907"" W"
"17° 33' 41,041"" S","63° 36' 59,633"" W"
"15° 58' 11,766"" S","63° 2' 16,168"" W"
"15° 57' 0,754"" S","61° 38' 0,710"" W"
"16° 25' 33,987"" S","63° 49' 2,584"" W"
"15° 24' 56,507"" S","60° 37' 30,348"" W"
"17° 22' 55,815"" S","63° 53' 39,638"" W"
"16° 34' 54,976"" S","60° 59' 31,915"" W"
"16° 15' 42,999"" S","61° 52' 34,738"" W"
"16° 3' 59,775"" S","62° 34' 37,327"" W"
"19° 1' 6,309"" S","62° 39' 3,030"" W"
"16° 3' 42,421"" S","63° 49' 27,022"" W"
"18° 13' 39,344"" S","63° 46' 14,909"" W"
"17° 14' 34,718"" S","63° 59' 15,673"" W"
"16° 15' 9,192"" S","64° 18' 35,127"" W"
"16° 7' 16,911"" S","62° 54' 42,343"" W"
"16° 12' 36,288"" S","61° 48' 10,972"" W"
"15° 35' 28,098"" S","63° 0' 33,272"" W"
"17° 23' 12,807"" S","63° 37' 40,299"" W"
"20° 18' 29,878"" S","63° 17' 13,267"" W"
"18° 18' 11,691"" S","58° 16' 12,350"" W"
"15° 17' 38,513"" S","60° 59' 12,862"" W"
"15° 57' 56,216"" S","63° 17' 24,220"" W"
"18° 27' 30,253"" S","64° 11' 45,058"" W"
"18° 3' 9,324"" S","64° 2' 42,048"" W"
"17° 14' 39,483"" S","62° 32' 10,095"" W"
"17° 31' 51,189"" S","63° 34' 46,990"" W"
"16° 4' 32,991"" S","62° 7' 35,074"" W"
"15° 54' 41,414"" S","62° 57' 20,914"" W"
"16° 34' 26,859"" S","62° 50' 46,131"" W"
"16° 58' 0,183"" S","62° 21' 47,840"" W"
"16° 58' 22,083"" S","63° 19' 24,177"" W"
"16° 59' 50,239"" S","64° 16' 13,687"" W"
"17° 37' 21,819"" S","63° 39' 21,878"" W"
"16° 51' 20,019"" S","63° 57' 56,799"" W"
"16° 49' 9,016"" S","63° 59' 15,613"" W"
"16° 53' 22,164"" S","63° 58' 8,539"" W"
"18° 25' 35,932"" S","64° 15' 1,347"" W"
"17° 8' 45,319"" S","63° 50' 58,383"" W"
"15° 9' 1,952"" S","61° 29' 21,989"" W"
"17° 14' 47,097"" S","63° 36' 0,055"" W"
"18° 27' 12,177"" S","59° 29' 35,925"" W"
"15° 6' 22,048"" S","61° 28' 58,220"" W"
"18° 19' 3,552"" S","59° 25' 54,304"" W"
"16° 40' 27,218"" S","63° 55' 41,187"" W"
"17° 55' 2,227"" S","60° 30' 42,430"" W"
"16° 13' 3,239"" S","63° 24' 35,172"" W"
"16° 58' 11,662"" S","63° 51' 32,411"" W"
"16° 36' 34,110"" S","62° 54' 51,442"" W"
"15° 50' 41,848"" S","62° 44' 46,702"" W"
"17° 16' 26,139"" S","62° 32' 10,134"" W"
"18° 16' 52,799"" S","59° 49' 50,469"" W"
"17° 10' 10,998"" S","64° 2' 4,948"" W"
"16° 58' 5,564"" S","62° 29' 57,452"" W"
"17° 23' 11,415"" S","64° 12' 6,408"" W"
"16° 9' 31,981"" S","61° 50' 20,553"" W"
"17° 29' 16,913"" S","63° 40' 57,465"" W"
"15° 47' 5,721"" S","62° 23' 42,276"" W"
"17° 9' 21,163"" S","63° 45' 46,479"" W"
"16° 38' 42,753"" S","63° 59' 35,780"" W"
"17° 40' 11,365"" S","63° 3' 37,842"" W"
"18° 47' 8,253"" S","63° 26' 30,563"" W"
"17° 27' 43,837"" S","63° 41' 29,377"" W"
"16° 49' 13,342"" S","63° 33' 43,839"" W"
"19° 41' 50,227"" S","62° 40' 11,515"" W"
"20° 24' 7,947"" S","63° 32' 6,314"" W"
"18° 58' 45,247"" S","58° 11' 8,748"" W"
"18° 35' 50,213"" S","59° 6' 49,475"" W"
"16° 51' 35,050"" S","64° 31' 25,181"" W"
"17° 38' 22,261"" S","63° 40' 14,613"" W"
"16° 18' 7,839"" S","62° 22' 27,420"" W"
"16° 5' 12,208"" S","63° 9' 57,131"" W"
"15° 5' 58,189"" S","63° 56' 33,946"" W"
"15° 36' 25,255"" S","63° 7' 23,911"" W"
"18° 23' 36,773"" S","58° 29' 13,778"" W"
"18° 23' 10,160"" S","62° 48' 57,699"" W"
"17° 23' 0,093"" S","61° 34' 32,349"" W"
"16° 53' 37,395"" S","63° 15' 17,329"" W"
"17° 22' 12,757"" S","63° 29' 43,385"" W"
"17° 13' 36,240"" S","63° 24' 30,084"" W"
"15° 54' 3,198"" S","62° 35' 54,517"" W"
"15° 56' 45,954"" S","63° 6' 54,964"" W"
"19° 24' 7,840"" S","63° 40' 33,324"" W"
"18° 52' 56,281"" S","57° 50' 46,704"" W"
"15° 58' 12,266"" S","61° 4' 5,489"" W"
"15° 33' 33,430"" S","62° 14' 5,230"" W"
"17° 7' 35,909"" S","64° 24' 25,803"" W"
"17° 7' 15,725"" S","64° 17' 17,047"" W"
"17° 25' 59,674"" S","63° 44' 53,674"" W"
"17° 3' 0,000"" S","63° 39' 52,265"" W"
"15° 18' 17,613"" S","60° 39' 20,373"" W"
"18° 55' 4,272"" S","58° 35' 31,143"" W"
"18° 21' 15,497"" S","63° 3' 3,784"" W"
"17° 23' 4,596"" S","62° 58' 19,086"" W"
"16° 56' 2,666"" S","63° 0' 10,329"" W"
"17° 6' 30,541"" S","62° 35' 40,373"" W"
"16° 42' 48,615"" S","62° 35' 54,042"" W"
"18° 56' 22,677"" S","64° 3' 55,466"" W"
"17° 31' 56,299"" S","63° 41' 36,098"" W"
"16° 45' 9,169"" S","63° 59' 36,309"" W"
"16° 59' 28,517"" S","63° 17' 14,190"" W"
"16° 54' 34,050"" S","62° 31' 42,752"" W"
"15° 56' 59,839"" S","62° 34' 47,915"" W"
"15° 59' 5,497"" S","63° 2' 53,473"" W"
"16° 30' 31,907"" S","64° 6' 30,378"" W"
"15° 38' 10,576"" S","63° 32' 45,930"" W"
"17° 14' 29,577"" S","64° 16' 17,104"" W"
"15° 47' 50,298"" S","63° 24' 38,141"" W"
"16° 41' 42,065"" S","62° 37' 39,216"" W"
"16° 31' 5,857"" S","64° 3' 14,056"" W"
"16° 34' 50,225"" S","64° 2' 19,129"" W"
"17° 3' 27,426"" S","63° 52' 36,483"" W"
"15° 31' 38,713"" S","63° 2' 44,148"" W"
"16° 27' 8,827"" S","60° 41' 14,462"" W"
"15° 54' 54,999"" S","63° 20' 31,934"" W"
"17° 1' 19,408"" S","63° 53' 38,253"" W"
"17° 33' 34,906"" S","63° 47' 23,771"" W"
"16° 48' 51,052"" S","64° 4' 40,024"" W"
"16° 48' 1,953"" S","64° 8' 42,753"" W"
"16° 42' 30,263"" S","62° 59' 19,359"" W"
"19° 14' 52,873"" S","62° 30' 3,648"" W"
"16° 35' 46,966"" S","64° 31' 39,360"" W"
"16° 44' 29,402"" S","62° 58' 51,893"" W"
"16° 54' 29,247"" S","62° 27' 56,535"" W"
"18° 10' 36,236"" S","63° 11' 2,019"" W"
"16° 59' 17,044"" S","64° 11' 29,813"" W"
"18° 42' 47,132"" S","63° 55' 34,484"" W"
"16° 46' 4,070"" S","62° 57' 11,693"" W"
"17° 22' 55,283"" S","64° 9' 5,987"" W"
"16° 39' 27,998"" S","61° 17' 38,050"" W"
"18° 11' 51,598"" S","63° 49' 52,543"" W"
"17° 16' 44,513"" S","63° 56' 32,565"" W"
"17° 3' 38,750"" S","63° 58' 45,922"" W"
"17° 56' 26,695"" S","64° 2' 49,857"" W"
"18° 21' 52,587"" S","63° 51' 13,602"" W"
"17° 2' 31,040"" S","64° 10' 23,193"" W"
"17° 10' 40,256"" S","64° 3' 22,047"" W"
"15° 43' 45,411"" S","63° 28' 0,032"" W"
"17° 0' 9,097"" S","62° 21' 45,751"" W"
"16° 12' 50,276"" S","63° 3' 57,823"" W"
"16° 37' 42,495"" S","62° 20' 38,996"" W"
"17° 10' 3,264"" S","64° 5' 35,648"" W"
"16° 32' 8,881"" S","64° 5' 14,457"" W"
"15° 34' 43,086"" S","63° 6' 12,504"" W"
"17° 52' 49,978"" S","62° 55' 32,471"" W"
"16° 38' 42,516"" S","64° 4' 53,246"" W"
"16° 52' 54,352"" S","63° 11' 4,130"" W"
"16° 42' 16,743"" S","64° 4' 10,642"" W"
"16° 4' 17,568"" S","64° 7' 44,616"" W"
"19° 3' 0,000"" S","63° 17' 50,347"" W"
"16° 35' 17,078"" S","62° 40' 55,893"" W"
"15° 49' 49,437"" S","63° 17' 55,612"" W"
"17° 6' 35,846"" S","63° 49' 49,649"" W"
"16° 23' 34,423"" S","58° 26' 26,295"" W"
"16° 46' 47,454"" S","62° 38' 2,304"" W"
"16° 33' 54,890"" S","62° 43' 42,890"" W"
"16° 27' 25,772"" S","60° 28' 47,051"" W"
"16° 24' 31,380"" S","63° 9' 2,820"" W"
"17° 9' 34,900"" S","60° 33' 22,640"" W"
"15° 14' 41,020"" S","61° 13' 30,130"" W"
"16° 38' 33,550"" S","60° 0' 34,290"" W"
"16° 19' 5,481"" S","62° 39' 35,686"" W"
"17° 17' 23,694"" S","64° 9' 12,810"" W"
"17° 55' 20,486"" S","64° 2' 59,375"" W"
"16° 2' 5,088"" S","63° 1' 18,311"" W"
"17° 2' 15,453"" S","62° 40' 43,304"" W"
"17° 56' 41,231"" S","64° 7' 58,242"" W"
"17° 44' 10,547"" S","63° 1' 51,289"" W"
"19° 8' 53,200"" S","57° 53' 23,880"" W"
"18° 58' 5,706"" S","58° 13' 10,577"" W"
"16° 55' 10,710"" S","60° 46' 19,962"" W"
"16° 49' 41,973"" S","64° 0' 26,954"" W"
"17° 24' 33,582"" S","63° 31' 55,885"" W"
"17° 31' 36,433"" S","63° 44' 5,587"" W"
"15° 37' 23,214"" S","62° 3' 30,906"" W"
"17° 23' 18,721"" S","63° 39' 15,617"" W"
"18° 23' 41,020"" S","62° 45' 6,602"" W"
"17° 21' 12,276"" S","63° 55' 0,836"" W"
"16° 38' 29,174"" S","63° 9' 33,350"" W"
"16° 45' 46,686"" S","62° 34' 33,563"" W"
"15° 41' 14,646"" S","61° 11' 40,327"" W"
"16° 59' 54,191"" S","62° 50' 44,363"" W"
"17° 16' 57,763"" S","64° 7' 30,270"" W"
"17° 40' 11,434"" S","63° 32' 14,529"" W"
"17° 39' 12,957"" S","63° 30' 57,366"" W"
"16° 51' 8,115"" S","64° 27' 43,760"" W"
"18° 48' 22,959"" S","63° 5' 44,964"" W"
"15° 32' 47,009"" S","63° 9' 5,323"" W"
"15° 57' 43,130"" S","61° 44' 49,879"" W"
"15° 6' 25,356"" S","61° 28' 58,967"" W"
"15° 55' 55,352"" S","62° 13' 16,623"" W"
"18° 39' 46,665"" S","58° 48' 1,246"" W"
"16° 55' 51,472"" S","62° 31' 59,159"" W"
"19° 24' 36,100"" S","63° 21' 9,722"" W"
"16° 18' 12,978"" S","62° 57' 32,635"" W"
"16° 24' 13,393"" S","62° 42' 48,194"" W"
"17° 16' 25,678"" S","64° 12' 10,956"" W"
"17° 0' 49,508"" S","62° 25' 5,997"" W"
"15° 55' 0,823"" S","63° 30' 1,785"" W"
"16° 59' 49,620"" S","61° 39' 47,450"" W"
"15° 13' 46,270"" S","61° 10' 1,020"" W"
"16° 35' 43,214"" S","63° 55' 40,226"" W"
"17° 31' 57,010"" S","63° 58' 39,709"" W"
"18° 4' 2,874"" S","64° 19' 8,515"" W"
"15° 44' 56,263"" S","62° 23' 43,584"" W"
"17° 2' 0,950"" S","62° 21' 22,450"" W"
"17° 16' 55,665"" S","63° 50' 56,366"" W"
"18° 25' 0,908"" S","59° 44' 56,259"" W"
"17° 6' 19,041"" S","63° 44' 21,658"" W"
"18° 46' 55,718"" S","58° 39' 30,165"" W"
"16° 6' 54,005"" S","62° 55' 50,445"" W"
"15° 41' 36,707"" S","61° 11' 36,674"" W"
"16° 5' 40,057"" S","61° 40' 53,115"" W"
"17° 13' 9,553"" S","61° 29' 33,900"" W"
"18° 4' 50,972"" S","63° 11' 54,715"" W"
"17° 5' 11,203"" S","63° 50' 34,999"" W"
"17° 6' 58,669"" S","61° 36' 23,621"" W"
"17° 2' 12,562"" S","63° 48' 43,355"" W"
"17° 15' 1,412"" S","63° 54' 19,147"" W"
"17° 1' 34,096"" S","63° 58' 2,201"" W"
"18° 56' 11,526"" S","63° 22' 35,594"" W"
"20° 26' 37,571"" S","62° 10' 56,186"" W"
"17° 21' 25,606"" S","63° 51' 51,488"" W"
"16° 34' 33,295"" S","64° 2' 40,278"" W"
"17° 24' 31,877"" S","64° 7' 52,086"" W"
"17° 54' 56,272"" S","60° 23' 24,514"" W"
"16° 53' 4,037"" S","63° 7' 49,332"" W"
"17° 9' 54,429"" S","62° 27' 4,367"" W"
"16° 44' 43,634"" S","64° 10' 24,468"" W"
"16° 9' 19,440"" S","63° 7' 27,354"" W"
"16° 12' 19,321"" S","63° 10' 50,586"" W"
"18° 8' 8,603"" S","63° 4' 58,924"" W"
"15° 58' 14,829"" S","62° 54' 31,783"" W"
"15° 40' 52,370"" S","63° 25' 34,697"" W"
"18° 24' 45,147"" S","63° 0' 53,243"" W"
"16° 38' 16,491"" S","64° 14' 44,060"" W"
"16° 59' 49,582"" S","64° 38' 53,532"" W"
"17° 12' 39,535"" S","64° 1' 48,253"" W"
"17° 0' 19,627"" S","63° 54' 41,660"" W"
"17° 28' 21,463"" S","63° 55' 58,940"" W"
"16° 57' 47,411"" S","64° 40' 56,351"" W"
"18° 46' 28,982"" S","58° 1' 37,477"" W"
"17° 8' 14,318"" S","63° 44' 55,839"" W"
"16° 53' 14,240"" S","63° 34' 44,747"" W"
"16° 59' 49,767"" S","62° 27' 14,877"" W"
"16° 52' 26,134"" S","64° 45' 27,433"" W"
"16° 0' 4,652"" S","63° 1' 34,920"" W"
"15° 56' 38,817"" S","63° 5' 17,544"" W"
"19° 53' 50,603"" S","63° 16' 39,574"" W"
"17° 56' 39,684"" S","60° 20' 43,100"" W"
"19° 19' 55,287"" S","63° 40' 40,286"" W"
"16° 33' 1,257"" S","62° 30' 45,667"" W"
"18° 46' 1,468"" S","63° 24' 29,606"" W"
"16° 24' 6,545"" S","64° 6' 3,127"" W"
"17° 0' 26,587"" S","63° 43' 13,105"" W"
"16° 51' 31,496"" S","62° 24' 36,905"" W"
"16° 42' 8,407"" S","64° 22' 17,750"" W"
"17° 1' 31,419"" S","63° 59' 14,057"" W"
"16° 5' 25,211"" S","61° 39' 23,943"" W"
"15° 52' 19,381"" S","62° 33' 24,434"" W"
"16° 47' 41,207"" S","64° 47' 10,928"" W"
"15° 10' 42,294"" S","61° 1' 3,607"" W"
"15° 57' 21,040"" S","63° 50' 25,080"" W"
"18° 17' 4,429"" S","62° 22' 39,681"" W"
"17° 26' 54,985"" S","63° 40' 35,952"" W"
